ANO;BIMESTRE;COMPONENTE;CURSO;QT
2025;4;900015;952;17
2025;3;999207;972;13
2025;3;999201;958;8
2025;3;916023;916;2
2025;3;916041;916;2
2025;3;961003;961;1
2025;3;961004;961;1
2025;3;999213;902;1
2025;3;934008;937;1
2025;3;934016;937;2
2025;3;934028;937;2
2025;3;980228;937;2
2025;3;947014;947;13
2025;3;926061;937;38
2025;3;987014;937;64
2025;3;999240;931;3
2025;4;700244;700;15
2025;3;980227;914;2
2025;4;905052;905;18
2025;3;918116;675;59
2025;3;916032;676;1
2025;3;919018;676;1
2025;4;913071;913;4
2025;4;999153;913;4
2025;3;999211;914;15
2025;3;966025;972;62
2025;4;966031;966;95
2025;3;918011;958;1
2025;4;918056;958;1
2025;4;918059;958;1
2025;3;918079;958;1
2025;3;908059;915;7
2025;4;915029;915;3
2025;3;999215;934;25
2025;3;912071;915;6
2025;3;915029;915;8
2025;3;953062;969;28
2025;3;966016;966;1
2025;3;913079;958;142
2025;4;958007;958;100
2025;4;999209;977;21
2025;4;912130;61;1
2025;3;910071;910;3
2025;4;999207;968;7
2025;3;999204;965;11
2025;4;999205;944;46
2025;4;959016;972;27
2025;3;900014;937;14
2025;4;912107;941;1
2025;3;966024;676;39
2025;3;987019;937;10
2025;4;999207;963;30
2025;4;993010;993;12
2025;3;907115;933;1
2025;3;912107;964;70
2025;3;954015;954;2
2025;3;700200;700;1
2025;4;999209;958;37
2025;3;913077;959;25
2025;3;999209;945;12
2025;4;973013;973;12
2025;4;999207;972;40
2025;3;700231;935;2
2025;3;935005;935;2
2025;3;900010;941;13
2025;4;919038;919;10
2025;4;975011;975;8
2025;3;904040;930;3
2025;3;929001;930;3
2025;3;925073;960;1
2025;3;912088;941;14
2025;4;999209;909;32
2025;3;968010;949;45
2025;4;912121;977;39
2025;3;999202;950;22
2025;4;999204;950;22
2025;3;909053;909;2
2025;3;904113;929;5
2025;4;999219;929;6
2025;3;942000;942;7
2025;3;980237;982;2
2025;3;951009;951;18
2025;4;964015;964;7
2025;3;953064;962;13
2025;3;962009;962;8
2025;3;999202;957;51
2025;3;999130;912;18
2025;3;953066;977;1
2025;3;953068;977;1
2025;3;925058;925;2
2025;4;999240;941;20
2025;3;999220;909;15
2025;3;999168;907;5
2025;3;934062;934;14
2025;3;951003;951;77
2025;3;966033;966;20
2025;3;929003;924;2
2025;4;951006;951;26
2025;4;999211;951;27
2025;3;987003;934;12
2025;4;908152;915;6
2025;4;904106;904;4
2025;3;987003;912;2
2025;4;949012;949;19
2025;4;912121;941;11
2025;3;953063;959;39
2025;4;949020;965;9
2025;3;961021;961;16
2025;3;919006;919;3
2025;4;949010;949;13
2025;4;999209;700;10
2025;4;999233;914;5
2025;3;999209;965;8
2025;4;999210;965;8
2025;4;999204;956;11
2025;4;947013;947;51
2025;3;999206;971;4
2025;3;912134;71;1
2025;3;913075;71;1
2025;3;999217;936;10
2025;3;999217;916;6
2025;4;999203;925;24
2025;4;962007;935;2
2025;4;993014;935;2
2025;3;953063;938;8
2025;3;942032;907;1
2025;4;942035;907;1
2025;3;918024;918;4
2025;3;969007;969;13
2025;3;999227;969;17
2025;4;999206;950;11
2025;3;915004;915;1
2025;3;999212;967;21
2025;3;987002;934;8
2025;4;999210;934;1
2025;4;999205;969;14
2025;4;935009;935;3
2025;3;904095;907;1
2025;3;904097;907;1
2025;3;904101;907;1
2025;4;916050;916;5
2025;3;999206;676;22
2025;4;912114;963;10
2025;4;912143;953;1
2025;4;925100;925;5
2025;4;912123;950;38
2025;4;999202;950;39
2025;3;950024;996;6
2025;4;966037;952;1
2025;3;900014;151;2
2025;3;999200;151;2
2025;4;987024;934;2
2025;4;999212;934;2
2025;3;962007;962;3
2025;3;959016;975;6
2025;4;906078;906;9
2025;4;953067;952;21
2025;4;907137;967;1
2025;4;900017;948;1
2025;4;907115;948;1
2025;3;908140;920;2
2025;3;999203;968;6
2025;4;999211;936;1
2025;4;910107;909;1
2025;3;918114;909;1
2025;3;912145;906;1
2025;4;977004;977;20
2025;4;999206;977;21
2025;4;968003;949;17
2025;4;999207;999;8
2025;4;948013;912;1
2025;3;999227;912;2
2025;4;996003;996;10
2025;4;968011;968;1
2025;4;700255;935;1
2025;4;907108;916;2
2025;4;999210;916;2
2025;3;953063;683;1
2025;3;918106;960;1
2025;3;918112;960;1
2025;3;999209;971;5
2025;3;946000;994;1
2025;4;961019;994;1
2025;4;999209;957;16
2025;3;918108;916;1
2025;3;944003;912;1
2025;3;980234;922;1
2025;4;918120;938;9
2025;3;999207;971;2
2025;4;999209;971;2
2025;4;900015;904;3
2025;4;999209;904;3
2025;4;919076;967;2
2025;3;910095;910;1
2025;3;999187;920;1
2025;4;999240;993;13
2025;3;912072;912;16
2025;3;908064;921;1
2025;3;999200;969;30
2025;3;907161;946;1
2025;4;941037;938;24
2025;3;999206;151;1
2025;3;950028;946;1
2025;4;499242;4909;6
2025;3;914031;924;4
2025;3;984009;902;4
2025;4;948001;998;1
2025;3;907161;912;1
2025;4;913082;946;1
2025;4;999204;906;12
2025;3;999218;921;6
2025;3;910118;922;3
2025;3;907108;967;1
2025;3;999168;937;9
2025;4;912139;953;1
2025;4;950026;962;1
2025;4;918138;912;1
2025;4;960020;956;1
2025;3;904110;927;1
2025;4;967023;986;1
2025;4;907109;909;1
2025;4;936015;912;1
2025;3;942029;953;1
2025;4;942031;953;1
2025;4;913082;38;1
2025;4;999206;38;1
2025;3;918108;952;2
2025;4;966024;952;2
2025;3;999203;12;1
2025;4;999207;12;1
2025;3;907112;922;4
2025;4;904111;904;6
2025;4;912123;972;2
2025;4;910103;59;1
2025;3;926076;59;1
2025;3;998001;59;1
2025;4;912145;965;2
2025;4;950024;952;1
2025;3;912143;957;1
2025;3;938016;938;1
2025;3;947000;913;1
2025;3;908154;985;2
2025;3;966038;941;1
2025;4;907119;987;1
2025;3;910102;5018;1
2025;3;987008;930;1
2025;3;999135;942;3
2025;4;918106;913;2
2025;3;918106;944;1
2025;4;948000;944;1
2025;4;948005;944;1
2025;4;948000;953;2
2025;3;918113;967;1
2025;3;918114;967;1
2025;4;999202;903;1
2025;3;907109;909;1
2025;3;912107;947;2
2025;3;973002;947;1
2025;3;973003;947;1
2025;4;912130;907;1
2025;4;912145;148;1
2025;3;999213;148;1
2025;3;914026;913;1
2025;4;999205;153;1
2025;3;918028;941;3
2025;3;912122;967;2
2025;4;947000;5026;1
2025;3;973003;993;1
2025;3;973005;993;1
2025;3;999161;918;3
2025;4;953069;941;1
2025;3;966031;953;1
2025;3;999213;937;1
2025;4;918121;907;2
2025;4;966029;912;2
2025;3;987039;907;3
2025;3;989001;5008;1
2025;4;994001;907;1
2025;4;994004;907;1
2025;3;905047;907;1
2025;3;919076;160;1
2025;4;914026;904;2
2025;3;947001;953;1
2025;4;912144;953;1
2025;3;912110;183;1
2025;4;966038;183;1
2025;4;999202;183;1
2025;3;987003;944;1
2025;3;926076;5135;1
2025;3;926076;953;1
2025;3;946000;953;1
2025;3;999168;934;2
2025;3;912110;160;1
2025;4;912144;987;1
2025;4;907109;960;1
2025;4;918106;675;1
2025;4;947000;675;1
2025;3;918122;908;1
2025;3;999200;5026;2
2025;4;985002;907;1
2025;4;918122;951;1
2025;3;937013;924;1
2025;3;987014;924;1
2025;3;987039;924;1
2025;4;966024;913;1
2025;4;912122;907;1
2025;4;909058;963;1
2025;4;966038;249;1
2025;4;918108;968;3
2025;3;966025;684;2
2025;4;977001;987;1
2025;3;987039;962;1
2025;4;918122;926;1
2025;4;918112;915;1
2025;4;948003;919;1
2025;4;999231;964;1
2025;4;987002;948;1
2025;4;961019;912;1
2025;4;966029;905;1
2025;4;918123;958;2
2025;4;926062;148;1
2025;4;904097;903;1
2025;4;947042;907;1
2025;3;904098;929;4
2025;4;904103;929;3
2025;4;993000;951;1
2025;4;908130;913;1
2025;4;967026;966;1
2025;4;918141;952;1
2025;3;913077;931;1
2025;3;499241;4913;2
2025;4;913083;912;1
2025;4;999209;916;1
2025;3;999209;5035;1
2025;3;918121;971;1
2025;3;918124;966;1
2025;3;926018;935;1
2025;3;926061;935;1
2025;3;918123;684;1
2025;3;941037;61;1
2025;4;918124;146;1
2025;3;953069;148;1
2025;4;999205;148;1
2025;4;999240;36;1
2025;4;999206;9001;1
2025;3;967020;975;1
2025;3;904097;929;1
2025;4;907108;920;1
2025;3;967024;684;1
2025;4;918122;151;1
2025;4;926076;95;1
2025;4;999203;95;1
2025;4;900014;904;1
2025;4;907120;904;1
2025;4;908167;915;1
2025;4;999200;916;1
2025;4;900014;919;1
2025;4;999215;920;1
2025;4;900014;935;1
2025;4;918110;941;1
2025;4;900014;945;1
2025;4;926075;951;1
2025;4;912122;953;1
2025;4;900014;956;1
2025;4;941037;958;1
2025;4;999200;958;1
2025;4;999200;960;1
2025;4;926075;961;1
2025;4;999200;961;1
2025;4;912107;963;1
2025;4;999200;966;1
2025;4;941037;996;1
2025;4;491217;4912;1
2025;4;491228;4912;1
2025;3;907110;993;24
2025;3;900014;987;991
2025;3;999240;950;42
2025;3;913074;912;167
2025;3;907138;931;135
2025;3;907145;931;34
2025;3;999204;987;382
2025;3;907119;700;113
2025;3;999203;700;99
2025;3;941037;913;567
2025;4;907116;907;257
2025;3;912122;912;1137
2025;4;999212;905;36
2025;3;914028;924;36
2025;4;907143;907;198
2025;3;907135;931;77
2025;3;907136;931;50
2025;3;907142;931;48
2025;4;913090;913;97
2025;3;907099;931;13
2025;3;907128;907;844
2025;4;918123;918;91
2025;3;999200;918;106
2025;4;999212;951;85
2025;3;961026;964;7
2025;3;700238;942;74
2025;4;926062;946;66
2025;3;926061;946;111
2025;3;909058;909;188
2025;3;946023;946;21
2025;3;999208;953;43
2025;4;910125;902;11
2025;3;999218;902;11
2025;3;900011;906;4
2025;3;906072;906;1
2025;4;999209;913;39
2025;4;947020;948;56
2025;3;948003;948;696
2025;3;948021;948;131
2025;4;948060;948;200
2025;4;906090;901;6
2025;3;916052;917;8
2025;4;907116;931;47
2025;4;907145;931;46
2025;3;700241;903;16
2025;3;913048;913;82
2025;3;906052;907;76
2025;3;999211;948;229
2025;3;953063;912;663
2025;4;913079;912;286
2025;3;912133;912;344
2025;3;907091;907;67
2025;4;919076;975;38
2025;3;966039;967;129
2025;3;999212;986;12
2025;3;913077;909;84
2025;3;913079;909;66
2025;4;906080;917;9
2025;3;918119;918;114
2025;4;938016;938;11
2025;4;912129;938;10
2025;3;999217;938;12
2025;3;918003;941;40
2025;3;948013;948;201
2025;3;948026;948;73
2025;4;948040;948;204
2025;3;948048;948;236
2025;3;926002;926;156
2025;3;999209;972;21
2025;3;918040;918;98
2025;3;918084;918;12
2025;4;907114;993;7
2025;3;999205;993;17
2025;3;918036;941;20
2025;4;953067;953;61
2025;4;999227;948;82
2025;3;937051;937;44
2025;3;999171;937;58
2025;3;916033;919;47
2025;3;919062;919;7
2025;3;926075;998;79
2025;3;926076;998;82
2025;3;948058;948;62
2025;3;941037;953;434
2025;3;999207;946;25
2025;3;916032;916;3
2025;3;918009;916;2
2025;3;918118;918;79
2025;3;918139;918;93
2025;4;918142;918;46
2025;4;999203;918;24
2025;4;904103;930;16
2025;4;999216;930;17
2025;4;942041;942;37
2025;3;905041;905;18
2025;3;916042;915;19
2025;4;948026;948;142
2025;4;913081;957;54
2025;3;900012;942;8
2025;3;900010;912;52
2025;3;912076;912;70
2025;3;912086;912;81
2025;3;999135;912;22
2025;4;905047;905;62
2025;3;700246;903;10
2025;3;999214;903;6
2025;4;910106;998;11
2025;3;961019;998;54
2025;3;918125;917;11
2025;3;925084;925;2
2025;3;700186;700;1
2025;4;966038;967;262
2025;4;918124;919;89
2025;3;900014;941;159
2025;3;999227;951;202
2025;4;949020;912;361
2025;4;966029;966;51
2025;4;904100;904;3
2025;3;904108;904;13
2025;3;946035;946;60
2025;4;999204;987;247
2025;3;910105;926;100
2025;3;926016;926;250
2025;3;926061;926;255
2025;4;957013;957;99
2025;4;999202;957;102
2025;4;999213;905;7
2025;3;912144;959;1
2025;3;912108;959;50
2025;4;910103;972;1
2025;3;999205;972;31
2025;4;999202;952;131
2025;3;953062;953;91
2025;3;906062;906;3
2025;3;999215;919;47
2025;4;936028;936;3
2025;3;999200;926;378
2025;4;999202;926;354
2025;4;912120;996;20
2025;3;912123;996;29
2025;3;999240;936;17
2025;3;949020;957;59
2025;4;910103;951;37
2025;4;999227;951;54
2025;3;919031;919;68
2025;4;919032;919;28
2025;4;918115;948;451
2025;3;999138;942;10
2025;3;999204;915;22
2025;3;999234;904;9
2025;3;953069;953;236
2025;3;907080;907;3
2025;3;906090;906;31
2025;3;907114;906;52
2025;3;999206;906;38
2025;4;999225;906;22
2025;4;949002;949;46
2025;3;999206;949;52
2025;4;951021;951;78
2025;3;912082;913;47
2025;3;913071;913;111
2025;4;912121;966;29
2025;3;918115;942;64
2025;3;999227;942;42
2025;3;913075;956;60
2025;3;912054;937;88
2025;3;937020;937;35
2025;3;999206;975;37
2025;3;999206;960;34
2025;4;913080;913;323
2025;3;700252;935;10
2025;3;946003;946;11
2025;3;946030;946;64
2025;3;904102;924;19
2025;3;910075;910;4
2025;3;999212;919;15
2025;4;912057;919;5
2025;3;912071;919;39
2025;3;918092;919;42
2025;3;925109;925;12
2025;3;949005;949;48
2025;3;999240;910;34
2025;4;916053;916;3
2025;4;999209;987;117
2025;3;999240;957;121
2025;3;908126;926;188
2025;3;918067;918;2
2025;3;904062;914;2
2025;3;914015;914;2
2025;3;914023;914;4
2025;3;980230;934;44
2025;4;918111;997;87
2025;3;918110;997;108
2025;3;987013;987;315
2025;3;925105;911;4
2025;3;941039;963;48
2025;3;953062;963;23
2025;3;918120;947;49
2025;3;999211;941;59
2025;3;999207;905;16
2025;3;999218;911;12
2025;4;925107;925;22
2025;4;999212;925;22
2025;3;980230;910;6
2025;3;944003;944;135
2025;4;999210;944;44
2025;4;919057;919;12
2025;3;980230;925;6
2025;4;912111;956;11
2025;3;900011;700;6
2025;3;999159;908;2
2025;3;999227;926;124
2025;3;941037;907;10
2025;3;999201;952;4
2025;4;675006;675;21
2025;3;999211;675;22
2025;4;999220;909;57
2025;3;986014;986;26
2025;4;986018;986;17
2025;4;999210;986;11
2025;3;918123;901;1
2025;3;918112;999;23
2025;3;967026;999;19
2025;4;999210;999;11
2025;4;912130;913;74
2025;4;953067;913;76
2025;3;964015;964;5
2025;3;916025;916;4
2025;3;700243;935;19
2025;4;949020;963;30
2025;4;912129;913;19
2025;3;906044;901;3
2025;4;936021;954;39
2025;3;914026;938;41
2025;3;918120;938;12
2025;3;938013;938;8
2025;3;953068;938;35
2025;3;999205;954;22
2025;3;925097;925;21
2025;4;973003;973;46
2025;3;999200;973;48
2025;3;907114;993;30
2025;4;993002;993;16
2025;4;945014;936;4
2025;4;989001;996;79
2025;4;941038;963;20
2025;4;905049;905;28
2025;4;999206;948;105
2025;3;904106;914;11
2025;3;999233;914;31
2025;3;910103;944;85
2025;4;908150;915;3
2025;4;684003;684;14
2025;4;999206;684;14
2025;4;912140;965;22
2025;4;900015;905;9
2025;4;999205;973;24
2025;4;999240;910;8
2025;4;908129;908;2
2025;3;925050;910;2
2025;4;910122;910;6
2025;4;967028;684;5
2025;3;951003;998;23
2025;3;934064;987;85
2025;3;900011;908;5
2025;3;908097;908;3
2025;3;908101;908;3
2025;3;908113;908;1
2025;3;994002;994;34
2025;3;904062;905;5
2025;3;906052;923;1
2025;3;906068;915;11
2025;3;912070;915;5
2025;3;918018;915;5
2025;4;918124;999;32
2025;3;945003;945;16
2025;4;999236;906;12
2025;4;904096;924;1
2025;4;905050;924;1
2025;3;999213;941;36
2025;4;912089;912;3
2025;3;980231;910;1
2025;3;999215;944;13
2025;3;912113;963;14
2025;3;999210;925;12
2025;3;999207;993;4
2025;3;908129;951;15
2025;3;918067;919;4
2025;3;973006;973;23
2025;4;908143;915;7
2025;3;916044;915;9
2025;3;999205;915;11
2025;3;904072;905;3
2025;3;905030;905;1
2025;3;934046;937;50
2025;3;900014;675;120
2025;3;947024;947;16
2025;4;966030;684;28
2025;3;934006;934;14
2025;3;949007;967;129
2025;3;934062;946;104
2025;3;999206;994;16
2025;3;904094;929;2
2025;3;907119;960;1
2025;4;999205;960;24
2025;3;934053;934;3
2025;3;925097;960;29
2025;4;999206;926;56
2025;4;977010;977;50
2025;4;977012;977;51
2025;3;961000;961;1
2025;3;999206;977;60
2025;4;999207;977;60
2025;3;934039;937;1
2025;3;980234;904;1
2025;4;947046;947;51
2025;4;907110;931;2
2025;4;934052;937;27
2025;3;958009;958;69
2025;3;999209;675;28
2025;3;919053;676;1
2025;3;919063;676;1
2025;3;919073;676;1
2025;3;987014;934;29
2025;4;987019;934;27
2025;4;934053;934;14
2025;3;999204;972;39
2025;3;912107;956;2
2025;4;918053;958;1
2025;3;980239;915;3
2025;4;961020;964;17
2025;4;912140;958;101
2025;3;999215;949;47
2025;4;700244;935;7
2025;3;946006;946;34
2025;3;912132;61;1
2025;4;953067;61;1
2025;3;934045;937;3
2025;4;999216;987;10
2025;4;970010;996;28
2025;4;945003;945;19
2025;4;999205;945;19
2025;3;980226;910;4
2025;3;950022;966;1
2025;4;912120;941;1
2025;4;918138;960;16
2025;4;999204;936;14
2025;4;907113;987;18
2025;4;919076;676;24
2025;4;999209;956;15
2025;3;951016;998;12
2025;3;954019;959;16
2025;3;949001;684;32
2025;3;984004;947;41
2025;4;993009;993;11
2025;3;912080;956;3
2025;4;912113;952;56
2025;4;913075;954;39
2025;3;912144;963;1
2025;4;954022;959;9
2025;3;999205;959;12
2025;3;912121;972;48
2025;4;969003;972;40
2025;4;945012;945;16
2025;3;935006;935;2
2025;3;700218;935;1
2025;3;999227;994;13
2025;4;999202;962;34
2025;3;925061;925;1
2025;3;956010;956;2
2025;3;918132;912;3
2025;3;999218;929;6
2025;4;999202;683;42
2025;3;900011;958;1
2025;3;912053;958;2
2025;3;912087;958;1
2025;3;961021;964;12
2025;4;908150;908;1
2025;4;907110;916;10
2025;3;900015;959;12
2025;3;912133;957;1
2025;3;953063;957;2
2025;3;999202;945;11
2025;3;912075;954;1
2025;4;999204;915;7
2025;4;912124;964;17
2025;4;949020;964;17
2025;3;912114;945;3
2025;3;954020;914;1
2025;3;914027;904;2
2025;3;934063;934;8
2025;3;987020;934;10
2025;3;999210;951;28
2025;3;926075;934;8
2025;3;999203;934;8
2025;3;906079;967;4
2025;3;900014;676;70
2025;3;918121;676;92
2025;4;916057;916;2
2025;4;999216;916;2
2025;4;999206;944;20
2025;3;999207;945;4
2025;4;950024;950;17
2025;3;987002;912;1
2025;3;949011;949;34
2025;4;936015;945;14
2025;3;999210;952;18
2025;4;945013;945;2
2025;4;700255;700;5
2025;3;999214;946;19
2025;4;999225;908;7
2025;3;999236;908;10
2025;3;912132;938;13
2025;4;967023;676;17
2025;4;953066;962;6
2025;3;973011;973;19
2025;3;912115;935;3
2025;4;999207;915;16
2025;4;700247;700;9
2025;4;961019;964;54
2025;3;900015;965;8
2025;3;956013;965;8
2025;4;965012;965;7
2025;3;962011;938;3
2025;3;946008;912;1
2025;4;968005;971;4
2025;4;971000;971;4
2025;3;914021;930;3
2025;3;912122;71;1
2025;4;913079;71;1
2025;3;949020;71;1
2025;4;916054;916;5
2025;3;918002;918;4
2025;3;918005;918;4
2025;3;969012;969;14
2025;3;999208;965;4
2025;4;951003;951;22
2025;3;980227;980;1
2025;3;926021;951;1
2025;3;999208;969;6
2025;4;960019;925;5
2025;4;969000;969;14
2025;3;935011;935;3
2025;4;910103;946;32
2025;3;916043;676;1
2025;3;946005;987;1
2025;4;946009;987;1
2025;4;900015;910;5
