ANO;BIMESTRE;COMPONENTE;CURSO;QT
2025;3;912143;904;1
2025;3;999202;977;43
2025;3;912057;956;1
2025;3;912081;956;2
2025;3;912087;956;1
2025;3;918122;912;4
2025;3;984000;902;1
2025;3;904112;929;6
2025;4;904115;929;5
2025;4;915016;915;7
2025;4;912122;683;41
2025;4;912134;957;1
2025;3;912108;957;1
2025;3;953070;977;1
2025;3;942026;942;4
2025;3;907128;942;1
2025;3;999217;951;78
2025;4;999209;906;7
2025;4;907120;914;2
2025;3;946011;951;36
2025;3;944004;944;4
2025;3;912130;967;17
2025;3;999211;968;7
2025;4;973005;973;25
2025;4;918123;676;70
2025;4;999227;997;13
2025;3;942036;942;32
2025;3;999201;964;3
2025;3;947010;947;51
2025;3;999206;950;17
2025;3;987039;912;3
2025;3;907111;914;10
2025;4;910108;947;207
2025;3;918120;949;17
2025;3;948058;947;4
2025;3;999214;949;12
2025;3;938012;938;12
2025;3;973012;973;10
2025;4;999227;949;12
2025;4;999215;915;2
2025;3;912106;941;6
2025;3;963007;958;30
2025;3;700256;935;7
2025;4;958007;965;8
2025;3;918115;676;41
2025;3;999202;71;1
2025;3;999205;71;1
2025;4;900017;987;2
2025;3;999207;973;6
2025;4;900015;916;4
2025;3;999213;916;6
2025;4;999202;925;24
2025;4;999213;951;15
2025;3;999205;977;25
2025;4;950024;966;33
2025;3;969005;969;14
2025;3;910102;987;2
2025;3;998001;987;3
2025;4;700242;935;19
2025;3;973018;973;14
2025;4;907108;914;10
2025;3;999204;969;14
2025;3;904094;907;1
2025;3;904098;907;1
2025;3;900014;969;41
2025;3;906083;916;11
2025;3;906086;916;10
2025;3;907113;916;9
2025;3;918125;676;1
2025;3;999240;676;1
2025;3;946004;987;1
2025;4;946008;987;1
2025;3;946046;987;1
2025;3;980234;983;2
2025;4;912111;963;10
2025;4;987020;987;2
2025;3;913075;953;2
2025;3;999210;996;4
2025;4;977009;977;1
2025;3;999205;675;12
2025;4;908170;997;14
2025;3;966024;952;1
2025;4;910108;151;1
2025;4;947000;151;2
2025;4;947042;151;1
2025;4;907111;934;2
2025;3;912129;962;3
2025;4;999227;941;12
2025;3;999240;999;5
2025;3;908130;920;2
2025;3;907111;983;1
2025;3;999205;983;2
2025;3;919076;968;26
2025;3;983002;936;4
2025;4;999227;936;1
2025;4;918131;964;6
2025;4;948004;912;1
2025;3;906038;906;1
2025;3;999207;986;12
2025;3;962007;938;1
2025;3;999204;916;6
2025;4;967021;949;15
2025;3;907113;998;1
2025;4;957013;931;1
2025;3;907120;919;2
2025;4;948005;960;1
2025;4;999210;971;5
2025;3;999205;937;8
2025;3;912143;953;2
2025;4;912124;957;15
2025;3;968003;916;1
2025;4;968007;916;1
2025;3;700246;983;5
2025;3;919089;676;13
2025;3;905024;930;1
2025;3;919082;912;1
2025;4;999207;969;14
2025;4;971001;971;2
2025;4;999228;959;6
2025;4;918129;915;3
2025;3;965013;965;3
2025;4;999209;994;5
2025;3;900011;910;1
2025;3;999128;912;16
2025;3;905054;928;1
2025;3;906052;921;1
2025;4;999202;969;30
2025;3;907109;946;1
2025;3;907110;983;2
2025;4;999240;963;27
2025;4;985002;944;1
2025;3;907115;987;1
2025;4;953068;946;1
2025;4;918125;916;4
2025;4;912129;960;1
2025;3;953067;960;1
2025;3;999233;982;2
2025;3;999202;173;1
2025;3;999204;173;1
2025;3;900017;967;1
2025;4;919081;958;1
2025;4;912124;962;1
2025;3;918110;912;2
2025;4;912123;938;3
2025;3;907131;931;1
2025;3;918106;683;2
2025;4;999217;38;1
2025;3;966025;952;1
2025;3;918112;12;1
2025;3;947005;12;1
2025;3;947043;12;1
2025;3;941037;945;1
2025;4;999202;968;22
2025;4;912111;965;2
2025;3;999205;965;3
2025;4;999206;965;2
2025;3;999170;934;3
2025;3;918113;913;1
2025;3;918121;913;1
2025;3;948000;913;1
2025;3;999214;922;3
2025;3;918092;952;1
2025;3;987009;907;1
2025;3;907124;987;1
2025;4;910103;5018;1
2025;4;999206;5018;1
2025;3;953062;958;1
2025;4;966031;958;1
2025;4;941041;941;1
2025;3;904096;903;1
2025;4;908159;953;1
2025;3;973001;947;1
2025;4;999214;148;1
2025;3;953067;912;1
2025;3;948044;71;1
2025;4;912108;962;1
2025;4;918120;962;1
2025;3;938010;962;1
2025;3;918007;941;4
2025;3;999131;941;4
2025;3;999184;941;3
2025;4;494101;4912;9
2025;3;948003;909;1
2025;3;999210;904;3
2025;4;966029;953;1
2025;3;999213;217;1
2025;4;918106;907;3
2025;3;918112;907;4
2025;4;966024;912;2
2025;4;918113;997;1
2025;4;912123;5008;1
2025;4;999206;936;2
2025;4;908145;908;1
2025;4;975000;141;1
2025;3;912130;998;1
2025;4;938010;912;1
2025;4;998001;5135;1
2025;3;900017;960;1
2025;4;912144;907;1
2025;4;918121;675;1
2025;3;987011;924;1
2025;3;987016;924;1
2025;3;999210;924;1
2025;4;918122;987;1
2025;4;966040;967;2
2025;4;912143;987;1
2025;3;967020;160;3
2025;3;999200;160;2
2025;3;912110;949;1
2025;3;961019;5108;2
2025;4;918108;915;1
2025;3;918110;915;1
2025;4;918123;915;1
2025;4;918111;909;1
2025;3;918132;909;1
2025;3;912122;969;1
2025;4;907115;964;1
2025;3;918132;684;2
2025;3;918132;926;1
2025;3;999210;916;3
2025;4;948003;972;1
2025;4;953063;957;1
2025;3;967020;905;1
2025;4;918112;958;2
2025;4;918112;987;1
2025;4;912107;913;2
2025;3;905048;903;1
2025;3;925094;947;1
2025;4;904096;929;3
2025;4;967023;156;1
2025;4;999202;156;1
2025;4;989001;972;1
2025;4;918108;966;1
2025;3;997038;952;1
2025;3;909052;909;1
2025;4;949020;931;1
2025;3;906060;916;1
2025;3;946002;5035;1
2025;4;946006;5035;1
2025;4;999227;968;1
2025;3;918147;153;1
2025;4;918150;153;1
2025;3;918114;966;1
2025;3;949020;966;1
2025;3;948045;153;1
2025;3;918108;146;1
2025;3;949007;160;1
2025;3;966031;160;1
2025;4;918115;148;1
2025;4;949002;987;1
2025;3;925094;958;1
2025;4;910111;953;1
2025;4;966039;975;1
2025;3;900014;95;1
2025;4;906075;901;1
2025;4;999200;905;1
2025;4;908167;908;1
2025;4;999200;919;1
2025;4;907141;931;1
2025;4;999200;941;1
2025;4;953062;966;1
2025;4;900014;969;1
2025;4;953062;971;1
2025;4;900014;973;1
2025;4;973000;973;1
2025;4;999200;987;1
2025;4;900014;994;1
2025;4;918110;997;1
2025;4;999202;942;81
2025;3;907147;907;536
2025;3;912123;912;125
2025;4;999214;912;114
2025;3;900015;700;22
2025;3;912054;907;17
2025;4;907133;907;471
2025;3;999211;913;130
2025;4;999212;913;123
2025;3;999200;912;805
2025;4;999202;912;747
2025;4;914032;905;36
2025;3;914026;924;26
2025;3;999211;907;692
2025;3;918158;918;104
2025;4;999214;907;373
2025;3;951006;951;111
2025;3;938020;938;7
2025;4;999235;938;6
2025;4;925106;960;20
2025;3;961022;964;15
2025;3;961023;964;12
2025;3;964012;964;11
2025;4;999204;942;27
2025;3;925094;909;229
2025;3;900014;908;26
2025;4;908152;908;10
2025;3;918146;918;120
2025;4;910127;902;11
2025;4;910128;902;11
2025;3;999234;902;11
2025;3;980240;906;4
2025;3;948044;948;809
2025;4;948052;948;196
2025;3;999215;948;142
2025;3;913064;913;8
2025;3;906086;901;1
2025;3;906088;901;3
2025;3;999204;993;29
2025;4;700239;903;12
2025;3;948007;948;291
2025;4;948009;948;240
2025;4;912103;913;58
2025;3;900010;907;50
2025;3;912110;912;196
2025;3;999217;912;644
2025;3;907093;907;135
2025;3;980230;907;161
2025;3;900015;909;81
2025;3;918137;918;56
2025;3;999217;918;96
2025;3;905051;905;97
2025;3;905052;905;83
2025;3;999211;938;11
2025;4;954020;954;107
2025;3;941028;941;32
2025;3;963000;941;19
2025;4;972005;972;21
2025;3;999240;972;80
2025;3;905047;930;25
2025;3;918052;918;106
2025;4;935009;993;7
2025;3;999187;901;3
2025;3;906068;901;4
2025;4;912107;960;31
2025;4;909056;909;67
2025;3;999209;909;75
2025;3;912129;912;159
2025;3;999209;912;199
2025;3;900015;944;17
2025;3;999212;944;15
2025;4;999213;944;15
2025;4;954018;913;61
2025;3;700252;700;9
2025;4;999206;953;62
2025;4;999210;952;50
2025;3;919082;919;70
2025;3;919099;919;88
2025;3;937038;937;37
2025;3;937043;937;33
2025;3;919065;919;67
2025;3;908133;908;14
2025;4;999207;912;366
2025;3;918113;918;106
2025;3;918123;918;104
2025;3;904099;930;27
2025;3;999217;942;40
2025;3;906093;915;17
2025;4;915036;915;9
2025;3;926061;987;572
2025;4;934061;987;377
2025;4;912091;912;106
2025;4;918111;941;150
2025;4;934056;937;66
2025;4;912111;958;102
2025;3;700238;903;1
2025;4;999210;998;13
2025;3;912110;917;11
2025;3;980230;700;14
2025;3;980235;700;17
2025;4;999202;967;266
2025;4;918164;918;38
2025;3;918114;919;195
2025;4;912113;941;45
2025;3;918124;941;91
2025;3;958006;941;66
2025;3;926061;951;149
2025;3;966024;966;75
2025;3;999202;966;42
2025;3;904111;904;9
2025;3;999200;904;25
2025;3;908060;908;1
2025;4;910107;902;6
2025;4;946032;946;67
2025;4;987005;987;246
2025;3;907114;904;10
2025;3;926017;926;280
2025;3;926063;926;63
2025;3;934062;926;159
2025;3;907115;921;4
2025;4;912123;912;66
2025;4;904101;930;26
2025;3;916032;919;33
2025;3;919133;919;51
2025;3;908094;908;3
2025;4;919080;675;59
2025;4;999209;675;13
2025;3;961020;944;80
2025;4;918140;919;58
2025;4;919091;919;62
2025;3;999202;952;68
2025;3;700243;936;27
2025;4;999205;936;8
2025;3;918104;941;25
2025;3;900015;962;14
2025;3;912132;962;16
2025;3;953066;962;15
2025;3;999204;962;10
2025;4;918046;918;6
2025;3;912126;957;104
2025;4;918137;918;74
2025;3;919026;919;91
2025;3;919097;919;28
2025;4;918055;941;10
2025;4;999214;915;9
2025;4;999166;919;24
2025;3;918120;919;65
2025;3;999201;953;14
2025;4;953069;953;111
2025;3;906079;906;25
2025;3;906083;906;29
2025;3;907112;906;66
2025;3;907113;906;24
2025;3;918116;906;19
2025;3;999234;906;34
2025;3;951017;951;77
2025;3;942034;942;32
2025;3;937002;937;96
2025;3;937007;937;60
2025;3;919076;975;16
2025;3;967024;975;14
2025;4;960024;960;31
2025;4;946018;946;75
2025;3;999201;935;6
2025;3;918111;947;338
2025;3;999202;905;33
2025;3;953066;953;265
2025;3;919010;919;27
2025;3;999204;948;397
2025;4;999203;946;18
2025;3;918031;918;44
2025;3;918037;918;70
2025;3;997035;948;72
2025;3;912111;956;38
2025;3;999205;956;15
2025;3;999201;942;15
2025;3;999228;950;17
2025;4;912140;957;25
2025;4;999210;926;79
2025;3;914005;914;4
2025;3;914018;914;3
2025;3;914021;914;3
2025;4;987031;987;33
2025;4;987030;987;34
2025;4;700251;700;11
2025;3;937013;998;27
2025;3;999204;998;23
2025;3;999136;942;6
2025;4;999138;942;5
2025;4;999204;914;14
2025;4;999228;912;116
2025;3;937013;987;328
2025;4;987016;987;172
2025;3;907115;910;40
2025;3;910052;910;3
2025;3;963008;963;30
2025;4;947045;947;49
2025;3;999205;905;32
2025;3;925098;911;13
2025;4;925108;911;12
2025;3;999234;911;12
2025;3;999240;925;43
2025;4;999215;951;19
2025;3;999206;953;143
2025;3;913078;952;75
2025;4;976000;966;17
2025;3;904102;904;5
2025;4;999209;975;7
2025;4;907114;906;11
2025;3;913077;952;112
2025;4;949020;952;63
2025;4;907110;906;26
2025;4;900015;925;13
2025;3;925102;925;33
2025;3;904061;927;1
2025;3;926026;926;236
2025;3;926037;926;39
2025;3;926068;926;42
2025;4;999213;926;37
2025;3;912107;907;8
2025;3;912111;907;1
2025;3;913075;907;2
2025;3;918011;919;12
2025;3;919048;919;10
2025;3;986015;986;31
2025;3;906080;901;4
2025;3;900012;905;5
2025;3;999159;910;2
2025;3;919084;999;10
2025;3;919037;919;16
2025;3;675002;675;9
2025;3;700228;903;4
2025;3;700237;903;2
2025;3;999187;903;2
2025;3;907086;916;1
2025;3;999200;935;25
2025;3;999210;935;7
2025;3;999212;977;8
2025;3;918106;997;96
2025;3;918114;997;91
2025;3;999204;997;41
2025;4;999203;919;74
2025;3;999215;942;16
2025;3;912144;938;22
2025;3;907059;907;9
2025;3;973001;973;85
2025;3;973000;973;86
2025;4;913085;913;33
2025;4;999214;936;4
2025;4;996000;996;79
2025;3;980231;925;2
2025;3;999213;926;83
2025;3;999227;936;2
2025;4;999204;972;34
2025;4;999240;949;26
2025;3;907085;907;39
2025;4;906089;915;5
2025;3;910115;910;16
2025;3;910117;910;25
2025;3;949020;950;18
2025;3;999214;905;15
2025;3;999187;930;7
2025;3;936005;942;5
2025;4;999209;905;9
2025;3;904095;924;1
2025;3;999205;924;2
2025;3;999206;924;2
2025;3;999206;684;6
2025;4;949007;967;24
2025;3;967027;967;52
2025;3;999212;914;8
2025;3;908095;908;4
2025;3;908117;908;2
2025;3;956014;956;12
2025;4;999205;926;155
2025;4;994005;994;27
2025;3;999204;994;19
2025;3;980234;923;1
2025;3;912054;913;19
2025;3;916033;915;11
2025;3;918121;994;68
2025;4;908157;920;7
2025;3;918121;675;154
2025;4;999202;993;37
2025;4;999207;909;93
2025;3;912100;913;35
2025;4;936022;942;18
2025;3;909062;909;25
2025;4;966039;967;159
2025;4;912113;913;38
2025;3;912121;941;41
2025;3;910047;910;2
2025;4;935011;935;9
2025;3;966026;966;19
2025;3;918135;941;20
2025;3;934062;944;64
2025;3;907087;931;6
2025;3;912141;963;28
2025;3;941038;963;15
2025;3;900015;925;16
2025;3;999207;925;11
2025;3;980224;905;2
2025;3;934051;934;25
2025;3;908167;951;14
2025;3;973003;973;50
2025;3;973007;973;28
2025;3;999214;915;3
2025;4;907111;930;1
2025;3;912099;684;1
2025;3;700240;957;1
2025;3;999204;941;62
2025;3;934055;937;54
2025;4;999217;944;10
2025;3;684001;684;40
2025;4;684002;684;28
2025;4;949002;684;28
2025;3;999206;967;137
2025;3;912144;952;2
2025;3;949006;967;124
2025;3;999211;967;121
2025;3;980230;914;4
2025;3;977013;977;10
2025;3;977015;977;13
2025;3;934054;934;10
2025;4;907108;908;16
2025;3;912134;958;90
2025;3;918115;958;100
2025;3;912134;941;37
2025;3;934013;934;8
2025;3;934014;934;17
2025;3;961011;961;1
2025;3;961015;961;1
2025;4;700243;936;28
2025;4;913080;953;1
2025;3;919050;919;13
2025;4;999209;967;35
2025;3;984004;902;2
2025;3;913081;957;34
2025;3;934006;937;2
2025;3;934034;937;1
2025;3;999194;937;2
2025;3;934020;934;11
2025;3;999231;931;3
2025;4;999206;700;16
2025;3;948004;948;46
2025;3;904073;914;1
2025;3;919031;676;1
2025;3;919061;676;1
2025;3;999210;934;27
2025;3;918026;958;1
2025;3;918071;958;1
2025;4;907113;914;24
2025;4;999216;934;25
2025;3;900012;915;3
2025;3;908054;915;3
2025;3;905028;928;1
2025;3;905045;928;1
2025;3;959022;959;19
2025;3;918123;982;2
2025;3;900014;904;24
2025;4;904108;904;21
2025;3;926063;946;31
2025;4;912111;941;17
2025;3;900011;913;20
2025;4;907111;914;16
2025;3;996000;996;44
2025;3;999240;968;10
2025;4;999227;918;20
2025;4;900017;700;2
2025;3;918116;676;29
2025;4;951010;998;6
2025;3;912111;959;25
2025;3;947042;947;124
2025;4;963009;963;30
2025;3;999205;963;19
2025;3;999206;963;31
2025;3;993001;993;12
2025;3;993008;993;12
2025;4;904107;914;14
2025;4;999228;958;37
2025;4;936016;945;10
2025;3;900010;950;1
2025;3;953040;950;1
2025;3;999207;941;16
2025;3;912081;941;19
2025;3;999211;975;8
2025;3;908126;946;57
2025;3;908078;960;1
2025;3;960015;960;1
2025;3;925053;925;1
2025;3;967028;949;32
2025;3;999210;949;11
2025;4;999211;949;8
2025;4;999217;949;8
2025;3;913074;952;26
2025;3;913090;952;21
2025;3;912063;956;1
2025;3;912082;956;2
2025;3;912088;956;2
2025;4;900015;950;10
2025;4;999211;909;31
2025;4;999228;909;31
2025;4;918123;912;2
2025;3;913051;954;1
2025;3;987026;937;2
2025;4;912144;683;41
2025;3;906051;982;1
2025;3;964007;964;8
2025;3;942018;942;5
2025;3;980244;964;1
2025;3;942008;942;6
2025;3;999131;912;19
2025;3;961017;964;1
2025;4;953064;977;1
2025;3;999201;967;29
2025;3;907109;914;1
2025;3;907062;907;4
2025;3;999157;907;4
2025;3;987013;934;8
2025;3;987024;934;5
2025;3;951010;951;23
2025;4;999210;966;29
2025;4;999209;966;11
2025;3;918111;675;36
2025;3;918115;675;85
2025;4;999208;972;19
2025;4;999240;973;25
2025;3;919078;676;34
2025;4;967024;676;29
2025;3;918132;676;74
2025;4;908161;997;13
2025;4;999209;997;13
2025;3;912111;945;8
2025;3;900014;947;287
2025;4;999214;904;5
2025;4;987009;912;2
2025;4;999207;945;14
2025;3;919096;918;1
2025;4;999227;961;8
2025;3;949003;949;34
2025;3;949004;949;26
2025;3;999205;949;23
2025;3;999163;919;4
2025;3;934061;944;20
2025;4;999215;946;19
2025;3;908155;908;9
2025;4;700252;935;13
2025;3;999207;937;9
2025;4;999215;947;7
2025;3;949014;949;14
2025;3;999204;676;19
2025;4;999205;676;17
2025;4;953063;962;6
2025;4;949011;949;13
2025;4;912115;915;2
2025;3;936020;936;6
2025;4;905048;938;6
2025;4;907119;925;14
2025;3;926030;926;3
2025;3;999214;945;4
2025;4;999204;676;16
2025;3;946017;912;1
2025;3;977022;977;2
2025;3;999201;966;1
2025;3;912124;971;3
2025;3;918115;71;1
2025;4;999209;973;6
2025;4;964010;964;4
2025;3;900014;63;1
2025;3;953063;63;1
2025;4;951012;951;15
2025;4;999225;935;2
2025;3;969006;969;7
2025;4;969010;969;9
2025;3;915015;915;1
2025;3;915020;915;1
2025;3;904057;930;2
2025;3;926022;951;1
2025;3;999210;969;8
2025;3;961019;987;3
2025;3;999212;925;5
2025;3;912121;969;25
2025;4;969002;969;14
2025;4;935014;935;3
2025;4;993000;935;3
2025;4;987024;937;5
2025;4;904103;907;1
2025;3;907119;916;11
2025;3;999210;938;2
2025;4;999209;998;3
2025;4;999211;986;5
2025;4;925099;925;5
2025;4;999240;977;12
2025;3;996004;996;10
2025;4;966025;952;1
2025;3;966040;952;2
2025;3;918141;675;10
2025;4;956013;941;12
2025;4;999209;941;12
2025;4;900017;953;1
2025;4;999206;999;13
2025;3;918122;909;2
2025;4;999217;951;21
2025;4;999217;964;6
2025;4;999217;942;19
2025;4;975010;975;5
2025;3;969003;971;4
2025;3;993002;986;10
2025;3;938019;938;1
2025;3;980234;917;1
2025;3;926076;975;1
2025;3;907108;998;1
2025;3;912122;931;2
2025;4;953063;946;1
2025;4;918113;960;1
2025;4;926076;994;1
2025;3;999200;937;7
2025;3;959016;968;3
2025;3;967026;987;3
2025;3;968008;916;1
2025;4;999210;676;13
2025;3;918113;912;2
2025;3;918118;967;1
2025;3;986015;967;1
2025;3;949020;683;6
2025;3;904057;924;1
2025;4;999228;938;2
2025;4;999227;915;3
2025;3;910051;910;1
2025;3;907161;972;1
2025;4;910118;910;4
2025;4;999228;965;4
2025;4;913080;996;1
2025;4;999209;996;3
2025;4;959016;969;29
2025;4;912143;913;2
2025;3;912123;957;1
2025;4;912145;936;7
2025;4;999231;977;1
2025;4;494101;4909;6
2025;4;987011;50;1
2025;3;999206;50;1
2025;3;918114;998;1
2025;4;949001;987;1
2025;4;999217;915;6
2025;3;918112;173;1
2025;4;919081;110;1
2025;3;999216;930;2
2025;4;912132;938;3
2025;3;919081;676;7
2025;3;999234;923;1
2025;3;918115;913;1
2025;3;908126;947;1
2025;4;976000;912;1
2025;3;925094;38;1
2025;3;918114;12;1
2025;3;947000;12;1
2025;4;938015;938;1
2025;3;912108;948;1
2025;4;994006;994;1
2025;3;910105;902;3
2025;4;910121;902;1
2025;3;999212;924;1
2025;4;999205;981;1
2025;3;999214;904;2
2025;3;910102;59;1
2025;3;912111;683;1
2025;4;938018;938;1
2025;4;999213;938;1
2025;3;910108;913;1
2025;3;918122;913;1
2025;3;918068;952;1
2025;4;976000;949;1
2025;4;941040;941;1
2025;3;907119;954;1
2025;3;918112;944;1
2025;3;941037;903;1
2025;3;953062;903;1
2025;3;973000;947;1
2025;3;912107;148;2
2025;4;941038;148;1
2025;4;905049;913;1
2025;4;906083;951;1
2025;4;918114;71;1
2025;4;912133;967;1
2025;4;966029;967;2
2025;3;490001;4912;9
2025;4;918114;909;1
2025;3;973000;993;1
2025;4;973007;993;1
2025;3;912133;217;1
2025;3;913074;217;1
2025;4;918113;987;1
2025;3;918121;987;2
2025;4;999240;945;8
2025;4;907108;953;1
2025;4;918114;675;1
2025;3;944005;926;1
2025;4;999240;160;1
2025;4;912139;954;1
2025;3;967023;141;1
2025;4;910102;953;1
2025;4;926061;953;1
2025;3;953068;907;2
2025;3;934037;934;2
2025;3;966025;160;3
2025;3;966038;160;1
2025;3;912143;987;1
2025;3;941037;946;2
2025;4;918106;951;1
2025;4;912133;987;1
2025;3;987039;684;1
2025;3;934061;924;1
2025;3;918108;913;1
2025;3;967020;913;1
2025;3;999207;962;1
2025;4;909059;963;1
2025;4;918108;249;1
2025;3;953063;967;3
2025;3;941037;947;1
2025;4;999203;947;2
2025;4;968000;951;1
2025;4;918112;961;1
2025;4;918123;961;1
2025;4;985002;987;1
2025;4;947000;926;1
2025;4;926002;907;2
2025;4;918106;946;1
2025;3;918111;946;1
2025;3;947001;676;1
2025;4;907115;975;1
2025;3;918121;926;1
2025;3;918111;913;1
2025;3;912110;954;1
2025;4;912143;972;1
2025;4;904097;929;3
2025;3;907161;910;1
2025;3;936019;948;1
2025;4;999203;924;1
2025;4;926002;5018;1
2025;3;999227;952;1
2025;4;953071;913;1
2025;3;491217;4913;2
2025;3;907115;59;1
2025;3;946011;5035;1
2025;4;946015;5035;1
2025;4;946018;5035;1
2025;3;963008;966;1
2025;3;961020;935;1
2025;4;999210;87;1
2025;3;900014;61;1
2025;3;999206;153;1
2025;3;999217;160;1
2025;4;953071;148;1
2025;3;949001;987;1
2025;4;949003;987;1
2025;4;999210;49;1
2025;3;999202;917;1
2025;4;913079;9001;1
2025;4;912140;948;1
2025;4;966027;684;1
2025;4;937013;937;1
2025;4;987012;937;1
2025;4;926002;95;1
2025;4;900014;675;1
2025;4;910112;902;1
2025;4;908127;908;1
2025;4;912122;909;1
2025;4;900014;911;1
2025;4;900014;915;1
2025;4;912144;915;1
2025;4;900014;924;1
2025;4;966025;949;1
2025;4;912107;953;1
2025;4;900014;957;1
2025;4;999200;962;1
2025;4;999200;964;1
2025;4;900014;975;1
2025;4;900014;993;1
2025;3;907112;993;26
2025;4;999202;987;635
2025;3;907115;907;1103
2025;3;900017;907;568
2025;4;907108;907;355
2025;4;973017;973;33
2025;4;907133;931;84
2025;3;907120;700;142
2025;3;999201;700;28
2025;4;700250;935;3
2025;3;999204;907;577
2025;3;912111;913;143
2025;3;912113;913;162
2025;3;913075;913;185
2025;3;913077;913;148
2025;3;999210;913;68
2025;3;999205;986;26
2025;4;961037;961;11
2025;4;999211;907;257
2025;4;700250;903;19
2025;3;900014;924;20
2025;4;913076;954;29
2025;4;949020;954;27
2025;3;907129;931;15
2025;3;999216;931;53
2025;3;907107;931;18
2025;4;907145;907;363
2025;4;918111;918;115
2025;4;926076;946;175
2025;4;904114;938;7
2025;3;949020;964;19
2025;4;999240;909;85
2025;3;999210;953;46
2025;3;999240;953;296
2025;4;918106;912;3
2025;3;947001;912;3
2025;4;907111;908;17
2025;3;907115;908;28
2025;4;918145;918;67
2025;3;910122;902;11
2025;3;918012;918;61
2025;3;918044;918;82
2025;4;986001;986;70
2025;4;947012;948;52
2025;4;999213;948;59
2025;4;906092;901;6
2025;3;999218;901;6
2025;3;916042;917;14
2025;3;999215;931;52
2025;4;999205;993;20
2025;3;907111;700;59
2025;3;907112;700;72
2025;4;700253;700;29
2025;3;907061;907;86
2025;3;907087;907;60
2025;3;966030;975;52
2025;4;909063;909;65
2025;4;925100;909;65
2025;3;941039;909;103
2025;3;999234;917;9
2025;3;918161;918;26
2025;3;905047;905;60
2025;3;905055;905;84
2025;4;905056;905;38
2025;3;999217;905;64
2025;3;962009;938;12
2025;3;912087;941;27
2025;4;941027;941;10
2025;4;972004;972;21
2025;4;946008;946;149
2025;3;999167;918;79
2025;3;907091;931;3
2025;3;980240;901;4
2025;3;925094;960;72
2025;4;909057;909;70
2025;3;941006;941;35
2025;3;941029;941;29
2025;4;999203;914;33
2025;3;966025;912;170
2025;3;999203;905;63
2025;3;919100;919;89
2025;3;918077;919;23
2025;3;919056;919;44
2025;3;919060;919;63
2025;4;961019;998;57
2025;4;949020;913;149
2025;3;907113;908;14
2025;4;912139;912;364
2025;3;918018;916;2
2025;3;980235;916;3
2025;4;999212;942;37
2025;3;904049;905;4
2025;3;980234;905;14
2025;3;947012;948;150
2025;3;700196;942;9
2025;3;942023;942;12
2025;3;942027;942;7
2025;4;942030;942;43
2025;4;912095;912;111
2025;4;999204;941;44
2025;3;913052;913;36
2025;3;700259;903;2
2025;3;907161;907;1234
2025;3;700187;700;2
2025;3;700211;700;1
2025;3;907047;907;63
2025;3;918112;919;138
2025;3;963008;941;55
2025;3;908159;951;164
2025;3;907074;907;3
2025;3;907115;904;17
2025;3;910113;902;12
2025;4;946038;946;66
2025;3;999200;957;106
2025;4;999203;957;101
2025;3;905058;905;11
2025;3;912130;959;1
2025;4;946008;972;1
2025;3;912107;952;175
2025;4;999203;952;129
2025;3;925050;902;1
2025;4;912134;912;68
2025;4;999219;930;26
2025;3;999202;946;70
2025;3;906060;908;6
2025;3;919077;675;78
2025;3;918139;919;93
2025;4;936020;936;8
2025;3;919042;941;29
2025;3;912140;962;10
2025;3;700193;700;10
2025;3;999205;957;33
2025;4;918138;918;63
2025;3;919011;919;38
2025;3;986021;986;25
2025;4;912096;941;24
2025;3;919087;919;68
2025;3;919103;919;22
2025;4;904098;904;2
2025;4;910106;947;90
2025;3;918116;947;108
2025;3;947005;947;120
2025;4;984004;947;89
2025;4;941018;941;10
2025;3;908127;915;48
2025;3;908167;915;47
2025;4;918053;918;53
2025;4;918056;918;45
2025;4;912096;912;36
2025;4;919050;919;24
2025;3;900015;906;23
2025;3;906074;906;55
2025;3;906081;906;48
2025;3;906088;906;22
2025;3;999200;906;48
2025;3;999236;906;36
2025;4;949003;949;44
2025;3;912091;912;71
2025;3;912089;913;36
2025;3;913051;913;26
2025;4;918052;918;11
2025;3;976000;966;41
2025;4;942036;942;23
2025;3;975004;975;11
2025;3;999227;975;9
2025;4;918108;919;110
2025;3;968010;975;14
2025;4;975005;975;36
2025;3;904106;924;9
2025;4;918106;948;709
2025;3;912096;941;16
2025;3;946027;946;42
2025;4;918114;947;115
2025;4;914026;905;20
2025;4;907130;907;200
2025;3;999205;909;47
2025;3;919019;919;36
2025;3;907110;925;24
2025;4;999208;953;89
2025;3;918049;918;28
2025;3;967027;949;43
2025;4;967028;949;29
2025;3;912129;950;12
2025;4;985002;998;22
2025;4;926006;926;213
2025;3;918003;918;23
2025;3;904070;914;2
2025;3;912097;936;1
2025;4;919044;919;28
2025;4;700250;700;11
2025;3;908126;998;11
2025;3;910105;998;10
2025;3;934062;998;44
2025;4;999206;947;26
2025;4;914026;914;13
2025;3;999165;919;36
2025;3;918074;918;31
2025;3;999240;963;74
2025;4;965010;965;14
2025;3;966031;967;248
2025;3;967024;967;188
2025;3;987019;987;215
2025;3;951001;951;53
2025;4;953072;953;137
2025;3;999240;952;145
2025;3;999205;966;17
2025;3;966028;975;65
2025;4;999206;918;14
2025;3;904101;904;5
2025;4;975006;975;7
2025;3;900010;937;48
2025;3;999211;944;43
2025;4;925104;925;13
2025;3;999203;925;34
2025;4;999210;925;13
